clusters	cut	ortho	annotation	Atid
TR89174|c0_g1	4	2062	catalytics	AT5G39970
TR89300|c0_g1	2	2063	galacturonosyltransferase 9	AT3G02350
TR67579|c0_g1	1	2068	Pentatricopeptide repeat (PPR) superfamily protein	AT4G32450
TR34216|c0_g1	4	2068	Pentatricopeptide repeat (PPR) superfamily protein	AT4G32450
TR31386|c4_g1	3	2075	FRIGIDA-like protein	AT5G48385
TR31386|c4_g3	3	2075	FRIGIDA-like protein	AT5G48385
TR98286|c1_g1	2	2076	NAC domain containing protein 36	AT2G17040
TR48694|c0_g1	5	2077	"Splicing factor, CC1-like"	AT5G09880
TR53202|c5_g1	3	2081	catalase 2	AT4G35090
TR46937|c3_g1	1	2081	catalase 2	AT4G35090
TR58011|c0_g2	3	2081	catalase 2	AT4G35090
TR58807|c1_g3	1	2081	catalase 2	AT4G35090
TR91150|c0_g1	4	2085	NACL-inducible gene 1	AT5G46830
TR87466|c1_g1	4	2085	NACL-inducible gene 1	AT5G46830
TR43612|c0_g1	1	2088	Tetratricopeptide repeat (TPR)-like superfamily protein	AT5G20190
TR36294|c0_g1	4	2091	cationic amino acid transporter 7	AT3G10600
TR54043|c0_g1	1	2093	Radical SAM superfamily protein	AT5G08415
TR45503|c0_g1	6	2093	Radical SAM superfamily protein	AT5G08415
TR50500|c1_g2	5	2095	cationic amino acid transporter 3	AT5G36940
TR33912|c1_g1	4	2095	cationic amino acid transporter 3	AT5G36940
TR31678|c0_g2	4	2096	MAC/Perforin domain-containing protein	AT1G14780
TR34359|c0_g1	3	2096	MAC/Perforin domain-containing protein	AT1G14780
TR26816|c0_g1	3	2096	MAC/Perforin domain-containing protein	AT1G14780
TR36215|c0_g1	2	2098	0	AT3G59670
TR27648|c6_g2	1	2100	replicon protein A2	AT2G24490
TR40979|c0_g1	4	2103	alpha-L-fucosidase 1	AT2G28100
TR66246|c3_g1	5	2103	alpha-L-fucosidase 1	AT2G28100
TR89412|c0_g1	2	2103	alpha-L-fucosidase 1	AT2G28100
TR93844|c0_g1	2	2103	alpha-L-fucosidase 1	AT2G28100
TR67637|c1_g2	1	2103	alpha-L-fucosidase 1	AT2G28100
TR86604|c0_g1	4	2104	RING membrane-anchor 3	AT4G27470
TR26840|c0_g1	6	2104	RING membrane-anchor 3	AT4G27470
TR84241|c4_g1	2	2105	Sec14p-like phosphatidylinositol transfer family protein	AT1G55840
TR50722|c0_g1	2	2106	Glutaredoxin family protein	AT5G39865
TR80374|c0_g1	5	2110	Clp ATPase	AT3G48870
TR33180|c0_g1	2	2111	cellulose synthase-like B6	AT4G15320
TR56180|c0_g1	1	2113	RECA homolog 3	AT3G10140
TR67748|c0_g1	6	2114	glyceraldehyde-3-phosphate dehydrogenase B subunit	AT1G42970
TR95070|c1_g1	1	2116	Translation protein SH3-like family protein	AT1G57660
TR53917|c0_g1	3	2119	0	AT3G49490
TR30669|c2_g1	3	2119	0	AT3G49490
TR86374|c0_g1	1	2120	magnesium transporter 3	AT2G03620
TR99044|c0_g1	1	2122	Calmodulin-binding protein	AT2G18750
TR53861|c0_g1	5	2122	Calmodulin-binding protein	AT2G18750
TR40016|c3_g1	5	2124	dynamin related protein	AT2G14120
TR54019|c6_g1	5	2124	dynamin related protein	AT2G14120
TR41662|c0_g2	3	2125	Mitogen activated protein kinase kinase kinase-related	AT2G42640
TR34491|c0_g1	4	2127	Protein of unknown function (DUF688)	AT2G30990
TR88570|c0_g1	2	2127	Protein of unknown function (DUF688)	AT2G30990
TR60756|c0_g1	2	2128	cellulose synthase like G1	AT4G24010
TR56231|c0_g1	5	2131	heavy metal atpase 5	AT1G63440
TR44916|c0_g1	6	2133	TRICHOME BIREFRINGENCE-LIKE 33	AT2G40320
TR95280|c1_g1	1	2135	Ribosomal protein S3 family protein	AT3G53870
TR53803|c1_g1	1	2139	Ubiquitin-specific protease family C19-related protein	AT1G16860
TR68967|c0_g1	1	2141	staurosporin and temperature sensitive 3-like A	AT5G19690
TR77479|c6_g1	1	2143	Uncharacterized conserved protein (DUF2215)	AT1G28760
TR53254|c0_g1	3	2146	nitrilase 1	AT3G44310
TR76289|c0_g1	4	2151	serine-rich protein-related	AT5G25280
TR26193|c0_g1	1	2157	phosphatidic acid phosphohydrolase 2	AT5G42870
TR54091|c0_g1	1	2157	phosphatidic acid phosphohydrolase 2	AT5G42870
TR36240|c0_g2	5	2159	Tetratricopeptide repeat (TPR)-like superfamily protein	AT5G46400
TR82885|c0_g1	4	2159	Tetratricopeptide repeat (TPR)-like superfamily protein	AT5G46400
TR83525|c0_g1	1	2163	microtubule-associated protein 65-9	AT5G62250
TR76447|c0_g1	6	2164	#N/A	#N/A
TR53178|c2_g1	4	2164	#N/A	#N/A
TR75057|c0_g1	6	2164	#N/A	#N/A
TR91723|c7_g3	3	2167	RAD3-like DNA-binding helicase protein	AT1G20720
TR53701|c0_g1	1	2173	Protein phosphatase 2C family protein	AT1G09160
TR38219|c3_g1	1	2175	NAC domain containing protein 35	AT2G02450
TR43487|c0_g1	5	2175	NAC domain containing protein 35	AT2G02450
TR91578|c0_g2	2	2176	Leucine-rich repeat protein kinase family protein	AT4G39270
TR91578|c0_g4	3	2176	Leucine-rich repeat protein kinase family protein	AT4G39270
TR83471|c0_g1	6	2176	Leucine-rich repeat protein kinase family protein	AT4G39270
TR39303|c0_g1	3	2177	Ribonuclease E inhibitor RraA/Dimethylmenaquinone methyltransferase	AT5G16450
TR67943|c0_g1	1	2182	F-box family protein	AT4G00755
TR44577|c0_g1	5	2183	Ribosomal protein S13/S15	AT3G60770
TR62736|c0_g1	1	2184	"cytochrome P450, family 87, subfamily A, polypeptide 2"	AT1G12740
TR92133|c0_g1	4	2189	"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein"	AT5G14550
TR26764|c0_g1	3	2189	"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein"	AT5G14550
TR53233|c0_g1	3	2193	cullin 3B	AT1G69670
TR38403|c0_g1	4	2194	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	AT2G20100
TR76237|c2_g3	6	2194	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	AT2G20100
TR76237|c2_g2	6	2194	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	AT2G20100
TR76237|c1_g1	6	2194	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	AT2G20100
TR99739|c0_g1	6	2197	hydroxycinnamoyl-CoA shikimate/quinate hydroxycinnamoyl transferase	AT5G48930
TR81458|c0_g1	6	2197	hydroxycinnamoyl-CoA shikimate/quinate hydroxycinnamoyl transferase	AT5G48930
TR53955|c0_g1	2	2204	Major facilitator superfamily protein	AT3G13050
TR74216|c0_g2	1	2204	Major facilitator superfamily protein	AT3G13050
TR95296|c0_g1	3	2208	Protein of unknown function (DUF3133)	AT5G05190
TR75969|c0_g1	3	2209	NADH dehydrogenase 5A	ATMG00513
TR24630|c0_g1	3	2209	NADH dehydrogenase 5A	ATMG00513
TR82872|c4_g1	5	2212	NAC domain containing protein 32	AT1G77450
TR64384|c0_g1	2	2215	P-loop containing nucleoside triphosphate hydrolases superfamily protein	AT2G40700
TR70554|c0_g1	4	2215	P-loop containing nucleoside triphosphate hydrolases superfamily protein	AT2G40700
TR70483|c0_g1	5	2215	P-loop containing nucleoside triphosphate hydrolases superfamily protein	AT2G40700
TR82101|c0_g3	5	2218	ARF-GAP domain 15	AT3G17660
TR83519|c0_g1	5	2220	Protein of unknown function (DUF2296)	AT2G24330
TR98417|c1_g2	2	2221	Protein of unknown function (DUF1677)	AT4G14819
TR59824|c0_g1	3	2224	methyl-CPG-binding domain 10	AT1G15340
TR100667|c0_g1	1	2226	Transducin/WD40 repeat-like superfamily protein	AT3G49180
TR98262|c0_g1	3	2227	Cupredoxin superfamily protein	AT1G71040
TR100023|c0_g1	3	2227	Cupredoxin superfamily protein	AT1G71040
TR84318|c8_g1	1	2229	DNA/RNA polymerases superfamily protein	AT2G24120
TR53965|c0_g1	1	2229	DNA/RNA polymerases superfamily protein	AT2G24120
TR74274|c0_g1	6	2229	DNA/RNA polymerases superfamily protein	AT2G24120
TR46180|c0_g1	5	2230	Plant protein of unknown function (DUF641)	AT2G45260
TR26243|c0_g2	2	2230	Plant protein of unknown function (DUF641)	AT2G45260
TR52189|c1_g2	1	2233	mannose-1-phosphate guanylyltransferase (GDP)s;GDP-galactose:mannose-1-phosphate guanylyltransferases;GDP-galactose:glucose-1-phosphate guanylyltransferases;GDP-galactose:myoinositol-1-phosphate guanylyltransferases;glucose-1-phosphate guanylyltransferase	AT4G26850
TR58774|c10_g1	4	2234	RING/U-box superfamily protein	AT5G43420
TR58774|c6_g1	4	2234	RING/U-box superfamily protein	AT5G43420
TR45700|c0_g1	2	2235	P-loop containing nucleoside triphosphate hydrolases superfamily protein	AT3G45090
TR63519|c0_g2	4	2240	GDA1/CD39 nucleoside phosphatase family protein	AT1G14240
TR64183|c1_g1	5	2243	nodulin MtN21 /EamA-like transporter family protein	AT3G45870
TR56138|c1_g3	1	2243	nodulin MtN21 /EamA-like transporter family protein	AT3G45870
TR99990|c1_g1	1	2243	nodulin MtN21 /EamA-like transporter family protein	AT3G45870
TR82915|c4_g1	1	2245	DNA-binding HORMA family protein	AT4G32200
TR93090|c0_g1	1	2251	SET domain protein 16	AT4G27910
TR45535|c5_g1	6	2251	SET domain protein 16	AT4G27910
TR54019|c5_g2	1	2251	SET domain protein 16	AT4G27910
TR93780|c0_g2	4	2256	acyl-CoA binding protein 4	AT3G05420
TR16996|c0_g1	6	2257	heavy metal atpase 4	AT2G19110
TR56801|c2_g1	4	2258	0	AT1G13360
TR26628|c1_g1	5	2260	RING/U-box superfamily protein	AT3G19950
TR85745|c0_g1	3	2266	Ribosomal L27e protein family	AT3G22230
TR52638|c0_g1	5	2266	Ribosomal L27e protein family	AT3G22230
TR44394|c0_g1	1	2266	Ribosomal L27e protein family	AT3G22230
TR65881|c0_g1	5	2266	Ribosomal L27e protein family	AT3G22230
TR8973|c0_g1	3	2266	Ribosomal L27e protein family	AT3G22230
TR89293|c0_g1	1	2267	Calcium-dependent lipid-binding (CaLB domain) family protein	AT1G05500
TR24680|c0_g1	2	2268	Golgi-body localisation protein domain ;RNA pol II promoter Fmp27 protein domain	AT1G58250
TR79418|c5_g2	1	2268	Golgi-body localisation protein domain ;RNA pol II promoter Fmp27 protein domain	AT1G58250
TR33142|c14_g1	3	2270	0	AT5G13560
TR53250|c0_g1	3	2271	SET domain-containing protein	AT2G23380
TR34144|c0_g1	2	2272	ferrochelatase 1	AT5G26030
TR100009|c0_g1	6	2276	"cytochrome P450, family 77, subfamily B, polypeptide 1"	AT1G11600
TR100009|c0_g2	6	2276	"cytochrome P450, family 77, subfamily B, polypeptide 1"	AT1G11600
TR81765|c0_g2	1	2278	Glycosyltransferase family 29 (sialyltransferase) family protein	AT1G08280
TR63277|c1_g1	4	2279	0	AT5G11600
TR50557|c0_g1	1	2279	0	AT5G11600
TR53187|c0_g1	1	2282	0	AT4G20020
TR75654|c3_g4	4	2282	0	AT4G20020
TR32443|c0_g2	1	2284	Methionine sulfoxide reductase (MSS4-like) family protein	AT3G05540
TR95331|c0_g1	1	2285	Protein of unknown function (DUF59)	AT1G68310
TR41200|c0_g1	3	2290	0	AT3G05750
TR82456|c0_g1	2	2290	0	AT3G05750
TR61314|c0_g1	4	2291	Glycine-rich protein family	AT5G49350
TR83884|c0_g1	1	2297	0	AT3G20340
TR48064|c0_g1	4	2300	0	AT5G44060
TR30085|c0_g1	1	2302	DNA binding	AT3G52170
TR59782|c0_g1	3	2303	Major facilitator superfamily protein	AT2G30300
TR23856|c0_g1	6	2304	Protein of unknown function (DUF1664)	AT2G02730
TR33246|c0_g1	6	2305	0	AT4G39420
TR71623|c1_g1	2	2305	0	AT4G39420
TR55022|c1_g1	1	2307	Pectin lyase-like superfamily protein	AT1G19170
TR45304|c0_g1	5	2309	Target SNARE coiled-coil domain protein	AT1G16230
TR77014|c0_g3	5	2314	protein phosphatase 2A-4	AT3G58500
TR66123|c0_g1	5	2314	protein phosphatase 2A-4	AT3G58500
TR40002|c0_g2	2	2316	NRAMP metal ion transporter family protein	AT5G03280
TR40002|c0_g1	3	2316	NRAMP metal ion transporter family protein	AT5G03280
TR82191|c0_g1	6	2319	mitogen-activated protein kinase kinase kinase 5	AT5G66850
TR96807|c2_g1	6	2319	mitogen-activated protein kinase kinase kinase 5	AT5G66850
TR76416|c0_g1	1	2321	0	AT4G10810
TR77199|c1_g1	1	2321	0	AT4G10810
TR43591|c5_g1	6	2328	#N/A	#N/A
TR38310|c8_g1	3	2328	#N/A	#N/A
TR61303|c2_g2	4	2328	#N/A	#N/A
TR41493|c0_g1	3	2328	#N/A	#N/A
TR94270|c0_g1	3	2328	#N/A	#N/A
TR57956|c1_g1	2	2328	#N/A	#N/A
TR16014|c0_g1	2	2328	#N/A	#N/A
TR67236|c0_g1	2	2328	#N/A	#N/A
TR31839|c0_g1	1	2328	#N/A	#N/A
TR61028|c0_g1	2	2328	#N/A	#N/A
TR71068|c0_g1	3	2328	#N/A	#N/A
TR29907|c0_g2	6	2328	#N/A	#N/A
TR31691|c0_g3	2	2328	#N/A	#N/A
TR58647|c0_g1	1	2328	#N/A	#N/A
TR86552|c1_g1	2	2328	#N/A	#N/A
TR101863|c27_g3	4	2328	#N/A	#N/A
TR93353|c0_g1	1	2328	#N/A	#N/A
TR40471|c0_g1	2	2328	#N/A	#N/A
TR14784|c0_g1	6	2328	#N/A	#N/A
TR57571|c0_g2	6	2328	#N/A	#N/A
TR91754|c3_g2	3	2328	#N/A	#N/A
TR71857|c1_g1	6	2328	#N/A	#N/A
TR24708|c2_g1	3	2328	#N/A	#N/A
TR90435|c0_g2	2	2328	#N/A	#N/A
TR73735|c0_g1	1	2328	#N/A	#N/A
TR38233|c5_g3	1	2328	#N/A	#N/A
TR94677|c2_g1	3	2328	#N/A	#N/A
TR50826|c1_g1	1	2328	#N/A	#N/A
TR47898|c0_g1	2	2328	#N/A	#N/A
TR26707|c0_g2	1	2328	#N/A	#N/A
TR48119|c5_g2	4	2328	#N/A	#N/A
TR48168|c0_g2	1	2328	#N/A	#N/A
TR77095|c10_g2	2	2328	#N/A	#N/A
TR84116|c0_g1	4	2328	#N/A	#N/A
TR74380|c0_g1	2	2328	#N/A	#N/A
TR43389|c2_g1	4	2328	#N/A	#N/A
TR34708|c0_g2	4	2328	#N/A	#N/A
TR62635|c0_g1	3	2328	#N/A	#N/A
TR34676|c0_g2	2	2328	#N/A	#N/A
TR87866|c5_g1	6	2328	#N/A	#N/A
TR41959|c0_g1	2	2328	#N/A	#N/A
TR93968|c0_g1	3	2328	#N/A	#N/A
TR69608|c8_g1	6	2328	#N/A	#N/A
TR74589|c0_g1	6	2328	#N/A	#N/A
TR27713|c12_g1	3	2328	#N/A	#N/A
TR12067|c0_g1	2	2328	#N/A	#N/A
TR80283|c0_g1	1	2328	#N/A	#N/A
TR41956|c0_g2	2	2328	#N/A	#N/A
TR37288|c0_g1	2	2328	#N/A	#N/A
TR93543|c0_g1	1	2328	#N/A	#N/A
TR96770|c0_g1	1	2328	#N/A	#N/A
TR37344|c0_g1	4	2328	#N/A	#N/A
TR39036|c1_g1	6	2328	#N/A	#N/A
TR80459|c4_g1	4	2328	#N/A	#N/A
TR31377|c4_g1	3	2328	#N/A	#N/A
TR57278|c0_g2	1	2328	#N/A	#N/A
TR38157|c5_g3	6	2328	#N/A	#N/A
TR20691|c0_g1	6	2328	#N/A	#N/A
TR75605|c9_g1	3	2328	#N/A	#N/A
TR46737|c0_g1	6	2328	#N/A	#N/A
TR64680|c0_g1	2	2328	#N/A	#N/A
TR24743|c10_g2	2	2328	#N/A	#N/A
TR47420|c0_g1	4	2328	#N/A	#N/A
TR87818|c2_g1	3	2328	#N/A	#N/A
TR51503|c0_g1	4	2328	#N/A	#N/A
TR26757|c1_g3	2	2328	#N/A	#N/A
TR26321|c0_g1	4	2328	#N/A	#N/A
TR40547|c0_g1	2	2328	#N/A	#N/A
TR39357|c0_g1	2	2328	#N/A	#N/A
TR87837|c2_g3	6	2328	#N/A	#N/A
TR34090|c0_g1	4	2328	#N/A	#N/A
TR53770|c0_g1	1	2328	#N/A	#N/A
TR80166|c0_g1	2	2328	#N/A	#N/A
TR85510|c0_g1	3	2328	#N/A	#N/A
TR38938|c0_g1	6	2328	#N/A	#N/A
TR87105|c0_g1	3	2328	#N/A	#N/A
TR44140|c0_g1	2	2328	#N/A	#N/A
TR96291|c2_g1	6	2328	#N/A	#N/A
TR48540|c0_g2	2	2328	#N/A	#N/A
TR17055|c0_g1	6	2328	#N/A	#N/A
TR77095|c5_g1	4	2328	#N/A	#N/A
TR94300|c0_g1	5	2328	#N/A	#N/A
TR27713|c7_g1	4	2328	#N/A	#N/A
TR28550|c0_g1	2	2328	#N/A	#N/A
TR52188|c1_g1	4	2328	#N/A	#N/A
TR63238|c5_g2	6	2328	#N/A	#N/A
TR31189|c0_g1	1	2328	#N/A	#N/A
TR70004|c0_g1	2	2328	#N/A	#N/A
TR69566|c4_g1	5	2328	#N/A	#N/A
TR42614|c0_g1	6	2328	#N/A	#N/A
TR84298|c4_g4	5	2328	#N/A	#N/A
TR39936|c0_g3	6	2328	#N/A	#N/A
TR51583|c1_g1	5	2328	#N/A	#N/A
TR50983|c4_g2	1	2328	#N/A	#N/A
TR89280|c0_g1	2	2328	#N/A	#N/A
TR14058|c0_g1	1	2328	#N/A	#N/A
TR53202|c0_g2	3	2328	#N/A	#N/A
TR75605|c12_g1	3	2328	#N/A	#N/A
TR76246|c8_g1	6	2328	#N/A	#N/A
TR76276|c0_g2	2	2328	#N/A	#N/A
TR95477|c0_g1	2	2328	#N/A	#N/A
TR453|c0_g1	2	2328	#N/A	#N/A
TR14600|c0_g1	3	2328	#N/A	#N/A
TR84549|c0_g1	3	2328	#N/A	#N/A
TR20015|c0_g1	6	2328	#N/A	#N/A
TR90111|c0_g1	6	2328	#N/A	#N/A
TR48119|c5_g1	3	2328	#N/A	#N/A
TR69548|c0_g2	6	2328	#N/A	#N/A
TR51626|c0_g1	2	2328	#N/A	#N/A
TR72369|c0_g1	1	2328	#N/A	#N/A
TR39374|c0_g1	2	2328	#N/A	#N/A
TR30306|c0_g1	2	2328	#N/A	#N/A
TR26188|c0_g1	3	2328	#N/A	#N/A
TR33184|c0_g1	1	2328	#N/A	#N/A
TR35963|c0_g1	4	2328	#N/A	#N/A
TR53988|c2_g1	3	2328	#N/A	#N/A
TR100326|c0_g1	4	2328	#N/A	#N/A
TR52652|c0_g1	1	2328	#N/A	#N/A
TR47690|c0_g1	5	2328	#N/A	#N/A
TR101946|c0_g1	1	2328	#N/A	#N/A
TR35776|c0_g1	2	2328	#N/A	#N/A
TR77047|c8_g1	6	2328	#N/A	#N/A
TR24562|c0_g1	6	2328	#N/A	#N/A
TR91754|c0_g1	2	2328	#N/A	#N/A
TR52771|c1_g1	3	2328	#N/A	#N/A
TR40846|c1_g1	5	2328	#N/A	#N/A
TR27806|c0_g1	1	2328	#N/A	#N/A
TR13993|c0_g1	4	2328	#N/A	#N/A
TR76276|c0_g1	6	2328	#N/A	#N/A
TR33311|c0_g1	4	2328	#N/A	#N/A
TR88257|c0_g2	2	2328	#N/A	#N/A
TR27300|c0_g1	5	2328	#N/A	#N/A
TR26123|c0_g1	2	2328	#N/A	#N/A
TR30750|c6_g1	1	2328	#N/A	#N/A
TR16943|c0_g1	3	2328	#N/A	#N/A
TR30641|c0_g1	3	2328	#N/A	#N/A
TR91754|c3_g1	2	2328	#N/A	#N/A
TR60138|c0_g1	2	2328	#N/A	#N/A
TR24738|c0_g2	1	2328	#N/A	#N/A
TR59546|c1_g1	2	2328	#N/A	#N/A
TR29139|c0_g2	6	2328	#N/A	#N/A
TR43316|c0_g1	4	2328	#N/A	#N/A
TR60412|c0_g2	4	2328	#N/A	#N/A
TR99326|c0_g1	6	2328	#N/A	#N/A
TR76362|c0_g1	2	2328	#N/A	#N/A
TR64242|c5_g1	3	2328	#N/A	#N/A
TR81443|c2_g1	2	2328	#N/A	#N/A
TR46156|c2_g1	2	2328	#N/A	#N/A
TR57486|c0_g1	2	2328	#N/A	#N/A
TR40016|c7_g4	5	2328	#N/A	#N/A
TR58548|c0_g1	5	2328	#N/A	#N/A
TR78754|c2_g1	1	2328	#N/A	#N/A
TR41041|c0_g1	1	2328	#N/A	#N/A
TR84293|c3_g2	1	2328	#N/A	#N/A
TR81614|c0_g1	3	2328	#N/A	#N/A
TR94515|c1_g1	3	2328	#N/A	#N/A
TR69018|c2_g3	4	2328	#N/A	#N/A
TR44204|c0_g1	4	2328	#N/A	#N/A
TR72136|c0_g1	2	2328	#N/A	#N/A
TR44651|c0_g1	3	2328	#N/A	#N/A
TR98831|c0_g1	4	2328	#N/A	#N/A
TR26204|c1_g1	2	2328	#N/A	#N/A
TR69608|c6_g1	3	2328	#N/A	#N/A
TR48560|c0_g1	3	2328	#N/A	#N/A
TR31707|c0_g1	6	2328	#N/A	#N/A
TR93875|c0_g1	3	2328	#N/A	#N/A
TR38581|c0_g2	3	2328	#N/A	#N/A
TR63755|c5_g3	3	2328	#N/A	#N/A
TR4006|c0_g1	5	2328	#N/A	#N/A
TR94337|c0_g1	3	2328	#N/A	#N/A
TR52788|c1_g2	1	2328	#N/A	#N/A
TR44563|c0_g1	2	2328	#N/A	#N/A
TR90115|c2_g1	2	2328	#N/A	#N/A
TR85081|c0_g1	6	2328	#N/A	#N/A
TR80459|c2_g2	2	2328	#N/A	#N/A
TR59264|c0_g2	3	2328	#N/A	#N/A
TR32436|c0_g1	3	2328	#N/A	#N/A
TR28646|c0_g1	4	2328	#N/A	#N/A
TR40016|c2_g2	1	2328	#N/A	#N/A
TR83450|c11_g2	3	2328	#N/A	#N/A
TR76498|c0_g1	6	2328	#N/A	#N/A
TR62663|c0_g1	1	2328	#N/A	#N/A
TR80415|c3_g1	4	2328	#N/A	#N/A
TR90319|c0_g1	2	2328	#N/A	#N/A
TR40948|c7_g2	3	2328	#N/A	#N/A
TR96922|c0_g1	6	2328	#N/A	#N/A
TR69052|c0_g1	2	2328	#N/A	#N/A
TR83465|c0_g2	1	2328	#N/A	#N/A
TR100821|c1_g1	3	2328	#N/A	#N/A
TR46385|c0_g1	6	2328	#N/A	#N/A
TR86038|c0_g1	6	2328	#N/A	#N/A
TR100938|c7_g1	4	2328	#N/A	#N/A
TR51293|c2_g1	3	2328	#N/A	#N/A
TR77191|c0_g1	2	2328	#N/A	#N/A
TR63504|c1_g1	1	2328	#N/A	#N/A
TR81084|c1_g1	6	2328	#N/A	#N/A
TR65428|c2_g1	3	2328	#N/A	#N/A
TR23111|c0_g1	5	2328	#N/A	#N/A
TR78543|c0_g1	2	2328	#N/A	#N/A
TR82545|c0_g1	1	2328	#N/A	#N/A
TR26830|c2_g1	1	2328	#N/A	#N/A
TR39092|c0_g2	2	2328	#N/A	#N/A
TR27534|c0_g1	2	2328	#N/A	#N/A
TR88023|c0_g1	3	2328	#N/A	#N/A
TR38242|c11_g1	2	2328	#N/A	#N/A
TR37504|c0_g1	6	2328	#N/A	#N/A
TR92820|c0_g1	6	2328	#N/A	#N/A
TR82871|c3_g1	2	2328	#N/A	#N/A
TR96053|c0_g1	4	2328	#N/A	#N/A
TR55776|c0_g1	6	2328	#N/A	#N/A
TR82921|c5_g3	5	2328	#N/A	#N/A
TR69608|c9_g1	1	2328	#N/A	#N/A
TR89620|c0_g1	2	2328	#N/A	#N/A
TR78759|c5_g1	1	2328	#N/A	#N/A
TR76246|c7_g1	3	2328	#N/A	#N/A
TR65303|c0_g1	5	2328	#N/A	#N/A
TR74787|c0_g2	6	2328	#N/A	#N/A
TR32425|c2_g1	3	2328	#N/A	#N/A
TR54861|c1_g1	2	2328	#N/A	#N/A
TR17716|c0_g1	2	2328	#N/A	#N/A
TR24066|c0_g1	2	2328	#N/A	#N/A
TR88676|c0_g1	6	2328	#N/A	#N/A
TR55243|c0_g1	2	2328	#N/A	#N/A
TR80802|c0_g1	6	2328	#N/A	#N/A
TR49726|c0_g1	6	2328	#N/A	#N/A
TR69018|c2_g1	1	2328	#N/A	#N/A
TR94561|c0_g1	2	2328	#N/A	#N/A
TR77178|c0_g1	6	2328	#N/A	#N/A
TR38335|c0_g1	3	2328	#N/A	#N/A
TR77047|c1_g1	3	2328	#N/A	#N/A
TR5738|c0_g1	3	2328	#N/A	#N/A
TR66866|c1_g1	4	2328	#N/A	#N/A
TR67413|c0_g1	3	2328	#N/A	#N/A
TR98958|c0_g1	4	2328	#N/A	#N/A
TR34637|c0_g3	3	2328	#N/A	#N/A
TR24728|c0_g1	1	2328	#N/A	#N/A
TR51025|c5_g1	6	2328	#N/A	#N/A
TR78556|c0_g1	6	2328	#N/A	#N/A
TR72013|c0_g1	3	2328	#N/A	#N/A
TR23073|c1_g1	6	2328	#N/A	#N/A
TR34698|c1_g1	5	2328	#N/A	#N/A
TR23946|c0_g1	3	2328	#N/A	#N/A
TR69546|c0_g1	2	2328	#N/A	#N/A
TR41594|c0_g1	5	2328	#N/A	#N/A
TR45338|c2_g1	2	2328	#N/A	#N/A
TR27406|c0_g1	3	2328	#N/A	#N/A
TR82862|c1_g1	2	2328	#N/A	#N/A
TR27384|c1_g1	3	2328	#N/A	#N/A
TR61977|c0_g1	2	2328	#N/A	#N/A
TR93595|c2_g1	1	2328	#N/A	#N/A
TR81425|c12_g1	3	2328	#N/A	#N/A
TR70313|c1_g1	2	2328	#N/A	#N/A
TR34732|c0_g1	2	2328	#N/A	#N/A
TR66204|c0_g1	2	2328	#N/A	#N/A
TR4714|c0_g1	1	2328	#N/A	#N/A
TR20239|c0_g1	6	2328	#N/A	#N/A
TR101846|c0_g8	5	2328	#N/A	#N/A
TR80431|c2_g1	1	2328	#N/A	#N/A
TR101268|c0_g2	1	2328	#N/A	#N/A
TR70026|c0_g1	6	2328	#N/A	#N/A
TR59770|c1_g1	4	2328	#N/A	#N/A
TR17404|c0_g1	3	2328	#N/A	#N/A
TR87468|c1_g1	1	2328	#N/A	#N/A
TR77479|c0_g1	1	2328	#N/A	#N/A
TR34064|c0_g1	5	2328	#N/A	#N/A
TR67223|c0_g1	3	2328	#N/A	#N/A
TR87465|c0_g1	6	2328	#N/A	#N/A
TR87348|c0_g1	1	2328	#N/A	#N/A
TR91754|c13_g1	3	2328	#N/A	#N/A
TR63238|c0_g2	1	2328	#N/A	#N/A
TR90243|c0_g1	3	2328	#N/A	#N/A
TR46557|c1_g1	1	2328	#N/A	#N/A
TR54850|c0_g1	6	2328	#N/A	#N/A
TR3444|c0_g1	4	2328	#N/A	#N/A
TR83501|c1_g1	6	2328	#N/A	#N/A
TR79888|c0_g1	5	2328	#N/A	#N/A
TR77768|c0_g1	2	2328	#N/A	#N/A
TR57278|c0_g1	3	2328	#N/A	#N/A
TR82102|c0_g1	2	2328	#N/A	#N/A
TR38890|c1_g1	4	2328	#N/A	#N/A
TR25127|c0_g1	4	2328	#N/A	#N/A
TR36329|c0_g1	1	2328	#N/A	#N/A
TR25994|c0_g1	6	2328	#N/A	#N/A
TR34732|c7_g1	6	2328	#N/A	#N/A
TR55572|c0_g1	3	2328	#N/A	#N/A
TR34716|c5_g1	2	2328	#N/A	#N/A
TR39394|c1_g1	1	2328	#N/A	#N/A
TR100154|c0_g1	2	2328	#N/A	#N/A
TR54561|c0_g1	3	2328	#N/A	#N/A
TR74262|c0_g1	1	2328	#N/A	#N/A
TR86817|c0_g1	3	2328	#N/A	#N/A
TR25396|c1_g1	1	2328	#N/A	#N/A
TR41786|c0_g1	6	2328	#N/A	#N/A
TR29761|c0_g1	2	2328	#N/A	#N/A
TR75480|c0_g1	1	2328	#N/A	#N/A
