transcript	cluster	ortho	annota	Atid
TR59800|c8_g1	5	2328	#N/A	#N/A
TR23129|c7_g1	6	2328	#N/A	#N/A
TR25901|c0_g1	6	2328	#N/A	#N/A
TR19900|c8_g1	6	2328	#N/A	#N/A
TR15217|c0_g1	4	2328	#N/A	#N/A
TR60987|c3_g1	6	2328	#N/A	#N/A
TR1072|c11_g1	4	2328	#N/A	#N/A
TR53104|c0_g1	1	2328	#N/A	#N/A
TR1040|c2_g1	3	2328	#N/A	#N/A
TR10135|c0_g1	4	2328	#N/A	#N/A
TR1865|c11_g1	6	2328	#N/A	#N/A
TR1073|c5_g2	1	2328	#N/A	#N/A
TR20521|c0_g1	2	2328	#N/A	#N/A
TR24813|c1_g2	6	2328	#N/A	#N/A
TR1837|c5_g1	4	2328	#N/A	#N/A
TR34076|c1_g1	3	2328	#N/A	#N/A
TR58473|c10_g1	6	2328	#N/A	#N/A
TR35472|c10_g1	3	2328	#N/A	#N/A
TR22103|c5_g1	5	2328	#N/A	#N/A
TR29308|c5_g1	6	2328	#N/A	#N/A
TR42101|c0_g1	6	2328	#N/A	#N/A
TR52725|c0_g1	4	2328	#N/A	#N/A
TR39145|c1_g1	1	2328	#N/A	#N/A
TR41605|c0_g1	6	2328	#N/A	#N/A
TR27139|c0_g1	6	2328	#N/A	#N/A
TR47145|c0_g1	2	2328	#N/A	#N/A
TR50005|c12_g1	6	2328	#N/A	#N/A
TR6146|c1_g1	6	2328	#N/A	#N/A
TR25611|c2_g1	6	2328	#N/A	#N/A
TR22329|c4_g2	1	2328	#N/A	#N/A
TR3698|c6_g1	6	2328	#N/A	#N/A
TR2109|c10_g1	2	2328	#N/A	#N/A
TR38969|c0_g1	2	2328	#N/A	#N/A
TR20643|c7_g3	6	2328	#N/A	#N/A
TR2725|c2_g2	5	2328	#N/A	#N/A
TR26245|c0_g1	4	2328	#N/A	#N/A
TR35068|c5_g2	6	2328	#N/A	#N/A
TR27651|c0_g1	4	2328	#N/A	#N/A
TR23274|c6_g2	6	2328	#N/A	#N/A
TR18329|c5_g1	5	2328	#N/A	#N/A
TR58432|c10_g1	1	2328	#N/A	#N/A
TR18143|c4_g1	6	2328	#N/A	#N/A
TR31991|c6_g2	4	2328	#N/A	#N/A
TR15649|c3_g1	3	2328	#N/A	#N/A
TR32267|c7_g1	2	2328	#N/A	#N/A
TR43881|c0_g2	6	2328	#N/A	#N/A
TR27257|c17_g2	6	2328	#N/A	#N/A
TR20652|c2_g1	3	2328	#N/A	#N/A
TR33760|c4_g3	3	2328	#N/A	#N/A
TR32269|c3_g1	6	2328	#N/A	#N/A
TR56572|c2_g1	6	2328	#N/A	#N/A
TR24774|c3_g1	1	2328	#N/A	#N/A
TR18283|c9_g1	6	2328	#N/A	#N/A
TR20626|c3_g1	6	2328	#N/A	#N/A
TR26389|c0_g1	5	2328	#N/A	#N/A
TR18497|c14_g1	6	2328	#N/A	#N/A
TR18203|c0_g1	2	2328	#N/A	#N/A
TR2137|c7_g1	5	2328	#N/A	#N/A
TR58917|c0_g1	2	2328	#N/A	#N/A
TR51325|c4_g1	5	2328	#N/A	#N/A
TR42058|c6_g2	1	2328	#N/A	#N/A
TR28033|c0_g1	2	2328	#N/A	#N/A
TR60990|c16_g1	4	2328	#N/A	#N/A
TR32004|c1_g2	6	2328	#N/A	#N/A
TR43615|c1_g1	1	2328	#N/A	#N/A
TR14913|c1_g1	6	2328	#N/A	#N/A
TR18093|c13_g1	5	2328	#N/A	#N/A
TR47215|c0_g1	6	2328	#N/A	#N/A
TR50258|c8_g2	4	2328	#N/A	#N/A
TR23151|c2_g2	4	2328	#N/A	#N/A
TR502|c5_g2	6	2328	#N/A	#N/A
TR8489|c4_g1	6	2328	#N/A	#N/A
TR60751|c11_g2	6	2328	#N/A	#N/A
TR25907|c4_g1	6	2328	#N/A	#N/A
TR34281|c0_g1	5	2328	#N/A	#N/A
TR42395|c2_g1	6	2328	#N/A	#N/A
TR22196|c4_g1	3	2328	#N/A	#N/A
TR43099|c1_g2	4	2328	#N/A	#N/A
TR54303|c0_g1	6	2328	#N/A	#N/A
TR57934|c1_g2	6	2328	#N/A	#N/A
TR31966|c1_g2	4	2328	#N/A	#N/A
TR40304|c3_g1	4	2328	#N/A	#N/A
TR20623|c4_g5	6	2328	#N/A	#N/A
TR50059|c1_g1	6	2328	#N/A	#N/A
TR21609|c9_g1	5	2328	#N/A	#N/A
TR32216|c0_g1	6	2328	#N/A	#N/A
TR26365|c0_g1	6	2328	#N/A	#N/A
TR39453|c4_g1	6	2328	#N/A	#N/A
TR24129|c10_g1	4	2328	#N/A	#N/A
TR49817|c8_g1	3	2328	#N/A	#N/A
TR14845|c12_g2	6	2328	#N/A	#N/A
TR27018|c3_g1	6	2328	#N/A	#N/A
TR31991|c9_g2	1	2328	#N/A	#N/A
TR60078|c12_g1	4	2328	#N/A	#N/A
TR37769|c6_g2	2	2328	#N/A	#N/A
TR34119|c1_g2	6	2328	#N/A	#N/A
TR33259|c0_g1	6	2328	#N/A	#N/A
TR40812|c0_g1	4	2328	#N/A	#N/A
TR38142|c7_g1	2	2328	#N/A	#N/A
TR60990|c4_g1	6	2328	#N/A	#N/A
TR4364|c3_g1	6	2328	#N/A	#N/A
TR47255|c4_g1	1	2328	#N/A	#N/A
TR43977|c15_g1	5	2328	#N/A	#N/A
TR3698|c8_g1	6	2328	#N/A	#N/A
TR61107|c5_g1	6	2328	#N/A	#N/A
TR60983|c2_g1	6	2328	#N/A	#N/A
TR24619|c4_g2	6	2328	#N/A	#N/A
TR8625|c1_g2	3	2328	#N/A	#N/A
TR11601|c0_g1	6	2328	#N/A	#N/A
TR24169|c4_g2	6	2328	#N/A	#N/A
TR59153|c10_g2	6	2328	#N/A	#N/A
TR43784|c0_g1	2	2328	#N/A	#N/A
TR21051|c1_g1	6	2328	#N/A	#N/A
TR45361|c0_g2	3	2328	#N/A	#N/A
TR34899|c0_g2	5	2328	#N/A	#N/A
TR47716|c0_g1	4	2328	#N/A	#N/A
TR48630|c1_g1	3	2328	#N/A	#N/A
TR50012|c0_g1	3	2328	#N/A	#N/A
TR24794|c5_g1	4	2328	#N/A	#N/A
TR4368|c5_g2	5	2328	#N/A	#N/A
TR14584|c5_g1	6	2328	#N/A	#N/A
TR7520|c0_g1	5	2328	#N/A	#N/A
TR18226|c0_g1	5	2328	#N/A	#N/A
TR19716|c0_g1	3	2328	#N/A	#N/A
TR2562|c0_g1	6	2328	#N/A	#N/A
TR33829|c10_g1	6	2328	#N/A	#N/A
TR13506|c8_g1	4	2328	#N/A	#N/A
TR25919|c9_g1	6	2328	#N/A	#N/A
TR8507|c16_g1	6	2328	#N/A	#N/A
TR43977|c10_g1	6	2328	#N/A	#N/A
TR27806|c8_g1	6	2328	#N/A	#N/A
TR14753|c2_g4	4	2328	#N/A	#N/A
TR34095|c1_g1	6	2328	#N/A	#N/A
TR40727|c1_g1	4	2328	#N/A	#N/A
TR25364|c8_g1	6	2328	#N/A	#N/A
TR15389|c5_g2	2	2328	#N/A	#N/A
TR43872|c0_g2	4	2328	#N/A	#N/A
TR38211|c0_g1	2	2328	#N/A	#N/A
TR54745|c1_g1	6	2328	#N/A	#N/A
TR1888|c1_g2	4	2328	#N/A	#N/A
TR42058|c10_g2	6	2328	#N/A	#N/A
TR40298|c10_g1	5	2328	#N/A	#N/A
TR18143|c11_g3	5	2328	#N/A	#N/A
TR24088|c0_g1	4	2328	#N/A	#N/A
TR33841|c10_g1	5	2328	#N/A	#N/A
TR16451|c0_g2	5	2328	#N/A	#N/A
TR37822|c4_g1	6	2328	#N/A	#N/A
TR48498|c0_g1	6	2328	#N/A	#N/A
TR10174|c1_g1	6	2328	#N/A	#N/A
TR26616|c0_g1	2	2328	#N/A	#N/A
TR61158|c14_g1	5	2328	#N/A	#N/A
TR38956|c9_g1	6	2328	#N/A	#N/A
TR10023|c2_g1	6	2328	#N/A	#N/A
TR36093|c0_g1	6	2328	#N/A	#N/A
TR18530|c1_g1	4	2328	#N/A	#N/A
TR37053|c5_g1	6	2328	#N/A	#N/A
TR29354|c5_g4	4	2328	#N/A	#N/A
TR39447|c3_g2	2	2328	#N/A	#N/A
TR27586|c1_g1	1	2328	#N/A	#N/A
TR7057|c0_g2	5	2328	#N/A	#N/A
TR40343|c6_g1	4	2328	#N/A	#N/A
TR36910|c2_g2	3	2328	#N/A	#N/A
TR23143|c2_g3	1	2328	#N/A	#N/A
TR43576|c0_g2	6	2328	#N/A	#N/A
TR1863|c1_g1	1	2328	#N/A	#N/A
TR18489|c15_g1	6	2328	#N/A	#N/A
TR49617|c3_g1	4	2328	#N/A	#N/A
TR56659|c0_g1	6	2328	#N/A	#N/A
TR7378|c8_g1	4	2328	#N/A	#N/A
TR28772|c0_g1	3	2328	#N/A	#N/A
TR58635|c3_g1	2	2328	#N/A	#N/A
TR9678|c8_g3	4	2328	#N/A	#N/A
TR18268|c15_g1	6	2328	#N/A	#N/A
TR49862|c0_g1	4	2328	#N/A	#N/A
TR8564|c3_g1	4	2328	#N/A	#N/A
TR39488|c3_g1	6	2328	#N/A	#N/A
TR29852|c3_g1	6	2328	#N/A	#N/A
TR3698|c5_g1	3	2328	#N/A	#N/A
TR31205|c3_g1	2	2328	#N/A	#N/A
TR17455|c1_g1	4	2328	#N/A	#N/A
TR31227|c7_g1	6	2328	#N/A	#N/A
TR55897|c10_g1	6	2328	#N/A	#N/A
TR13483|c16_g2	5	2328	#N/A	#N/A
TR51267|c7_g1	6	2328	#N/A	#N/A
TR27124|c3_g1	3	2328	#N/A	#N/A
TR32790|c1_g1	5	2328	#N/A	#N/A
TR48666|c1_g1	4	2328	#N/A	#N/A
TR29677|c0_g1	3	2328	#N/A	#N/A
TR45465|c0_g2	5	2328	#N/A	#N/A
TR12826|c0_g1	4	2328	#N/A	#N/A
TR17952|c0_g1	3	2328	#N/A	#N/A
TR54732|c13_g1	3	2328	#N/A	#N/A
TR5566|c7_g7	3	2328	#N/A	#N/A
TR34112|c2_g1	6	2328	#N/A	#N/A
TR7369|c7_g1	6	2328	#N/A	#N/A
TR15865|c4_g2	5	2328	#N/A	#N/A
TR29106|c0_g1	5	2328	#N/A	#N/A
TR18268|c14_g1	6	2328	#N/A	#N/A
TR18530|c5_g1	4	2328	#N/A	#N/A
TR30636|c0_g1	6	2328	#N/A	#N/A
TR54507|c0_g1	5	2328	#N/A	#N/A
TR32027|c7_g1	4	2328	#N/A	#N/A
TR32236|c9_g1	4	2328	#N/A	#N/A
TR49193|c1_g3	6	2328	#N/A	#N/A
TR1063|c0_g1	4	2328	#N/A	#N/A
TR31955|c7_g4	4	2328	#N/A	#N/A
TR32828|c6_g2	4	2328	#N/A	#N/A
TR34095|c9_g1	6	2328	#N/A	#N/A
TR47892|c6_g1	2	2328	#N/A	#N/A
TR22108|c4_g2	2	2333	LisH dimerisation motif;WD40/YVTN repeat-like-containing domain	AT4G32551
TR50247|c9_g1	1	2333	LisH dimerisation motif;WD40/YVTN repeat-like-containing domain	AT4G32551
TR52394|c1_g1	5	2334	TRAF-like superfamily protein	AT1G04300
TR60348|c0_g1	2	2335	Plant protein of unknown function (DUF827)	AT5G16730
TR7830|c2_g1	4	2336	phospholipase D P1	AT3G16785
TR59158|c3_g2	1	2340	0	AT1G05950
TR46653|c0_g1	4	2341	B12D protein	AT3G48140
TR4393|c0_g1	2	2344	Octicosapeptide/Phox/Bem1p family protein	AT5G16220
TR7434|c8_g1	3	2346	Trypsin family protein	AT5G45030
TR59992|c2_g2	1	2346	Trypsin family protein	AT5G45030
TR59992|c2_g1	1	2346	Trypsin family protein	AT5G45030
TR31969|c3_g2	2	2347	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	AT3G60910
TR3481|c0_g1	6	2347	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	AT3G60910
TR48590|c2_g1	4	2347	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	AT3G60910
TR60056|c0_g6	5	2356	Sec14p-like phosphatidylinositol transfer family protein	AT1G22180
TR15861|c13_g2	4	2359	rubisco activase	AT2G39730
TR3698|c10_g1	1	2365	phosphoribosyl pyrophosphate (PRPP) synthase 3	AT1G10700
TR61082|c7_g1	5	2365	phosphoribosyl pyrophosphate (PRPP) synthase 3	AT1G10700
TR29919|c3_g2	2	2366	SMAD/FHA domain-containing protein 	AT3G07260
TR54532|c0_g1	5	2366	SMAD/FHA domain-containing protein 	AT3G07260
TR25917|c6_g1	6	2367	0	AT5G48610
TR37236|c0_g2	4	2369	Phosphoglycerate mutase family protein	AT1G12850
TR24588|c6_g1	6	2374	Transcription elongation factor (TFIIS) family protein	AT4G24200
TR39460|c0_g2	5	2374	Transcription elongation factor (TFIIS) family protein	AT4G24200
TR13332|c2_g1	4	2374	Transcription elongation factor (TFIIS) family protein	AT4G24200
TR15841|c3_g2	4	2374	Transcription elongation factor (TFIIS) family protein	AT4G24200
TR51915|c1_g1	1	2377	0	AT3G54750
TR24174|c0_g3	6	2377	0	AT3G54750
TR47219|c1_g2	2	2378	ubiquitin-associated (UBA)/TS-N domain-containing protein	AT1G04850
TR43900|c0_g1	5	2381	"U2 snRNP auxiliary factor small subunit, putative"	AT1G27650
TR43941|c2_g1	3	2384	RNA binding (RRM/RBD/RNP motifs) family protein	AT5G60170
TR47516|c0_g1	1	2389	RELA/SPOT homolog 3	AT1G54130
TR6855|c5_g1	4	2393	0	AT1G79160
TR38192|c3_g1	2	2395	SecY protein transport family protein	AT1G78720
TR56697|c2_g1	4	2396	ureide permease 2	AT2G03530
TR20472|c0_g1	3	2397	0	AT2G37380
TR59162|c0_g1	5	2398	0	AT3G21320
TR47296|c0_g1	5	2400	methyl-CPG-binding domain 8	AT1G22310
TR57619|c0_g1	5	2407	UB-like protease 1B	AT4G00690
TR520|c2_g6	5	2408	squamosa promoter binding protein-like 1	AT2G47070
TR8287|c10_g1	6	2414	ataxia-telangiectasia mutated	AT3G48190
TR41714|c0_g1	4	2414	ataxia-telangiectasia mutated	AT3G48190
TR1866|c0_g1	5	2418	RNA-binding KH domain-containing protein	AT4G26480
TR35508|c7_g4	6	2421	casein lytic proteinase B3	AT5G15450
TR35508|c12_g1	6	2421	casein lytic proteinase B3	AT5G15450
TR60971|c0_g1	5	2423	time for coffee	AT3G22380
TR56701|c0_g2	5	2427	Transcription factor DP	AT5G02470
TR56878|c0_g1	6	2428	0	AT3G51540
TR23301|c3_g1	3	2430	tRNAse Z1	AT1G74700
TR15880|c0_g1	4	2430	tRNAse Z1	AT1G74700
TR32230|c4_g2	4	2432	Glycosyl hydrolase family 10 protein	AT4G33860
TR5643|c8_g1	1	2434	Aldolase-type TIM barrel family protein	AT3G14420
TR50310|c8_g2	5	2434	Aldolase-type TIM barrel family protein	AT3G14420
TR4949|c7_g1	1	2438	NAD(P)-binding Rossmann-fold superfamily protein	AT2G02400
TR7766|c0_g2	2	2439	NADH dehydrogenase subunit J	ATCG00420
TR11071|c0_g2	4	2441	Uncharacterised conserved protein (UCP012943)	AT5G61490
TR7871|c1_g2	2	2441	Uncharacterised conserved protein (UCP012943)	AT5G61490
TR47213|c1_g1	3	2442	O-Glycosyl hydrolases family 17 protein	AT3G07320
TR42034|c0_g1	4	2443	Protein phosphatase 2C family protein	AT1G47380
TR27005|c0_g3	6	2452	vacuolar ATP synthase subunit G2	AT4G23710
TR47548|c0_g1	1	2457	P-loop containing nucleoside triphosphate hydrolases superfamily protein	AT2G30630
TR18085|c8_g2	2	2458	RNI-like superfamily protein	AT4G11580
TR1970|c0_g2	4	2461	Ankyrin repeat family protein	AT5G40160
TR50259|c12_g1	3	2461	Ankyrin repeat family protein	AT5G40160
TR42918|c0_g1	4	2462	tRNA/rRNA methyltransferase (SpoU) family protein	AT4G17610
TR19242|c0_g1	6	2462	tRNA/rRNA methyltransferase (SpoU) family protein	AT4G17610
TR56521|c5_g1	3	2462	tRNA/rRNA methyltransferase (SpoU) family protein	AT4G17610
TR61073|c2_g1	4	2462	tRNA/rRNA methyltransferase (SpoU) family protein	AT4G17610
TR31994|c6_g2	6	2462	tRNA/rRNA methyltransferase (SpoU) family protein	AT4G17610
TR7809|c3_g1	1	2462	tRNA/rRNA methyltransferase (SpoU) family protein	AT4G17610
TR24605|c1_g4	2	2462	tRNA/rRNA methyltransferase (SpoU) family protein	AT4G17610
TR10448|c0_g1	1	2463	0	AT4G38280
TR24850|c1_g1	3	2471	Galactosyltransferase family protein	AT1G74800
TR25838|c0_g1	3	2471	Galactosyltransferase family protein	AT1G74800
TR59194|c0_g1	3	2474	0	AT3G54630
TR3671|c3_g1	4	2477	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	AT3G22620
TR18451|c5_g3	6	2478	gibberellin 2-oxidase 6	AT1G02400
TR27308|c9_g1	6	2479	P-loop containing nucleoside triphosphate hydrolases superfamily protein	AT3G57180
TR49200|c0_g1	4	2480	homeodomain GLABROUS 2	AT1G05230
TR32808|c3_g1	2	2482	0	AT2G10560
TR32808|c2_g1	2	2482	0	AT2G10560
TR34099|c0_g2	5	2485	RING/U-box protein	AT3G05670
TR32314|c5_g2	5	2492	AAA-type ATPase family protein	AT5G16930
TR37016|c2_g3	6	2492	AAA-type ATPase family protein	AT5G16930
TR19313|c3_g1	2	2507	Thioredoxin superfamily protein	AT1G28480
TR26869|c0_g3	2	2507	Thioredoxin superfamily protein	AT1G28480
TR53901|c0_g1	1	2510	xylem cysteine peptidase 1	AT4G35350
TR54222|c1_g1	2	2514	alpha/beta-Hydrolases superfamily protein	AT5G21950
TR55918|c0_g1	6	2516	RING/U-box superfamily protein	AT2G42030
TR33294|c1_g1	3	2518	similar to RCD one 1	AT2G35510
TR23114|c3_g1	2	2518	similar to RCD one 1	AT2G35510
TR51328|c0_g2	4	2525	glycosyl hydrolase family 10 protein / carbohydrate-binding domain-containing protein	AT1G58370
TR51286|c2_g1	3	2527	homolog of yeast ADA2 2B	AT4G16420
TR7439|c3_g1	3	2529	Peroxidase superfamily protein	AT1G24110
TR47299|c2_g1	1	2530	RNI-like superfamily protein	AT2G39940
TR59988|c3_g1	1	2531	golgi nucleotide sugar transporter 2	AT1G07290
TR23108|c0_g1	5	2532	Tetratricopeptide repeat (TPR)-like superfamily protein	AT3G47080
TR18470|c7_g2	2	2536	SBP (S-ribonuclease binding protein) family protein	AT3G12920
TR1107|c0_g1	2	2536	SBP (S-ribonuclease binding protein) family protein	AT3G12920
TR8332|c4_g1	2	2538	Ankyrin repeat family protein	AT3G12360
TR24792|c1_g1	3	2541	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	AT1G78240
TR1110|c14_g1	6	2551	MUTL protein homolog 3	AT4G35520
TR54193|c10_g3	6	2551	MUTL protein homolog 3	AT4G35520
TR18350|c2_g2	4	2555	heteroglycan glucosidase 1	AT3G23640
TR1864|c6_g1	1	2555	heteroglycan glucosidase 1	AT3G23640
TR23954|c2_g1	1	2558	Sucrase/ferredoxin-like family protein	AT4G26620
TR53604|c0_g1	6	2561	"Arp2/3 complex, 34 kD subunit p34-Arc"	AT1G30825
TR502|c7_g1	3	2566	Leucine-rich repeat protein kinase family protein	AT5G51560
TR1115|c0_g3	1	2568	Ribosomal protein S12/S23 family protein	AT3G09680
TR56608|c4_g2	4	2571	GBF-interacting protein 1	AT3G13222
TR60943|c1_g1	6	2572	WRKY DNA-binding protein 34	AT4G26440
TR14883|c2_g1	4	2578	squalene monooxygenase 2	AT5G24140
TR24595|c2_g1	2	2580	MAC/Perforin domain-containing protein	AT4G24290
TR43872|c2_g1	6	2580	MAC/Perforin domain-containing protein	AT4G24290
TR946|c2_g1	6	2582	Protein of unknown function (DUF810)	AT4G11670
TR51880|c2_g3	3	2582	Protein of unknown function (DUF810)	AT4G11670
TR37081|c5_g2	6	2587	SPX  domain gene 1	AT5G20150
TR58684|c2_g2	6	2594	kinesin 3	AT5G54670
TR59777|c1_g2	2	2598	#N/A	#N/A
TR14832|c2_g1	2	2598	#N/A	#N/A
TR59777|c1_g1	5	2598	#N/A	#N/A
TR58686|c3_g1	2	2598	#N/A	#N/A
TR61142|c5_g1	2	2598	#N/A	#N/A
TR39815|c4_g2	2	2600	pectin methylesterase 1	AT1G53840
TR35069|c1_g3	2	2603	"Protein of unknown function, DUF538"	AT1G55265
TR29881|c0_g1	1	2603	"Protein of unknown function, DUF538"	AT1G55265
TR42337|c0_g3	6	2604	Protein of unknown function (DUF581)	AT2G25690
TR14797|c4_g3	5	2607	3-hydroxyacyl-CoA dehydratase 1	AT4G14440
TR5624|c1_g2	3	2610	Regulator of Vps4 activity in the MVB pathway protein	AT4G32350
TR60077|c6_g2	4	2614	Chaperone DnaJ-domain superfamily protein	AT2G01710
TR14572|c6_g1	2	2623	lysm domain GPI-anchored protein 2 precursor	AT2G17120
TR56601|c6_g1	5	2629	ubiquitin family protein	AT2G17190
TR31425|c3_g2	2	2631	Glutaredoxin family protein	AT1G77370
TR31425|c3_g1	2	2631	Glutaredoxin family protein	AT1G77370
TR43019|c0_g2	5	2632	0	AT1G32690
TR43019|c0_g1	3	2632	0	AT1G32690
TR40165|c0_g1	3	2638	Putative membrane lipoprotein	AT2G39560
TR30556|c0_g1	3	2638	Putative membrane lipoprotein	AT2G39560
TR15183|c0_g1	1	2645	0	AT3G17120
TR37090|c0_g1	3	2646	Adenine nucleotide alpha hydrolases-like superfamily protein	AT3G62550
TR43864|c7_g2	6	2648	Disease resistance-responsive (dirigent-like protein) family protein	AT4G11190
TR3729|c6_g1	6	2651	DEA(D/H)-box RNA helicase family protein	AT5G60990
TR14598|c0_g1	2	2651	DEA(D/H)-box RNA helicase family protein	AT5G60990
TR46615|c0_g1	4	2652	MIF4G domain-containing protein / MA3 domain-containing protein	AT2G24050
TR47007|c0_g1	2	2655	BTB/POZ domain-containing protein	AT3G09030
TR8958|c0_g1	5	2656	0	AT3G14750
TR7801|c8_g1	1	2658	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	AT1G78140
TR32266|c0_g1	2	2660	Molecular chaperone Hsp40/DnaJ family protein	AT1G80030
TR23946|c12_g1	5	2661	TGA1A-related gene 3	AT1G22070
TR22131|c9_g3	4	2664	glycine-rich protein	AT3G29075
TR59143|c1_g1	3	2667	Protein of unknown function (DUF616)	AT2G02910
TR43032|c0_g1	1	2667	Protein of unknown function (DUF616)	AT2G02910
TR58482|c4_g1	3	2667	Protein of unknown function (DUF616)	AT2G02910
TR31955|c6_g1	2	2668	NAD(P)-binding Rossmann-fold superfamily protein	AT2G45400
TR31966|c10_g1	2	2676	Calreticulin family protein	AT5G07340
TR21537|c12_g1	2	2679	DNA methyltransferase 2	AT4G14140
TR37046|c10_g1	6	2679	DNA methyltransferase 2	AT4G14140
TR10042|c0_g1	2	2685	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	AT5G57150
TR23294|c2_g2	6	2690	NAD(P)-binding Rossmann-fold superfamily protein	AT2G05990
TR32221|c4_g1	3	2695	"Spo11/DNA topoisomerase VI, subunit A protein"	AT3G13170
TR26279|c0_g1	3	2696	"Embryo-specific protein 3, (ATS3)"	AT5G62210
TR60015|c3_g1	6	2697	"Nucleic acid-binding, OB-fold-like protein"	AT5G06310
TR59153|c13_g1	4	2697	"Nucleic acid-binding, OB-fold-like protein"	AT5G06310
TR36952|c6_g3	1	2699	UDP-D-glucose/UDP-D-galactose 4-epimerase 2	AT4G23920
TR39503|c0_g1	3	2703	Protein of unknown function (DUF630 and DUF632)	AT2G19090
TR23940|c6_g2	4	2703	Protein of unknown function (DUF630 and DUF632)	AT2G19090
TR38985|c2_g1	2	2704	sugar transporter protein 7	AT4G02050
TR43860|c1_g1	2	2704	sugar transporter protein 7	AT4G02050
TR34086|c1_g2	2	2704	sugar transporter protein 7	AT4G02050
TR43860|c0_g1	2	2704	sugar transporter protein 7	AT4G02050
TR17839|c0_g1	1	2704	sugar transporter protein 7	AT4G02050
TR43915|c3_g2	3	2709	Vacuolar protein sorting 55 (VPS55) family protein	AT1G32410
TR34140|c6_g1	2	2711	Thioesterase superfamily protein	AT1G48320
TR24573|c6_g1	6	2711	Thioesterase superfamily protein	AT1G48320
TR50301|c3_g5	3	2714	"Protein-tyrosine phosphatase-like, PTPLA"	AT5G10480
TR7878|c5_g1	2	2719	ARM repeat superfamily protein	AT1G76390
TR25854|c0_g1	3	2719	ARM repeat superfamily protein	AT1G76390
TR31207|c1_g3	2	2721	RNA binding;abscisic acid binding	AT4G16280
TR52413|c2_g1	2	2722	tetraticopeptide domain-containing thioredoxin	AT3G17880
TR8348|c0_g2	2	2722	tetraticopeptide domain-containing thioredoxin	AT3G17880
TR50345|c2_g3	3	2724	Pentatricopeptide repeat (PPR) superfamily protein	AT3G48250
TR46997|c0_g2	3	2724	Pentatricopeptide repeat (PPR) superfamily protein	AT3G48250
TR30867|c1_g1	2	2725	Protein of unknown function (DUF630) ;Protein of unknown function (DUF632)	AT3G51290
TR45718|c0_g1	1	2725	Protein of unknown function (DUF630) ;Protein of unknown function (DUF632)	AT3G51290
TR45718|c0_g2	6	2725	Protein of unknown function (DUF630) ;Protein of unknown function (DUF632)	AT3G51290
TR40363|c1_g2	2	2729	UB-like protease 1D	AT1G60220
TR58015|c9_g2	5	2731	WRKY DNA-binding protein 3	AT2G03340
TR60829|c0_g1	3	2731	WRKY DNA-binding protein 3	AT2G03340
TR19922|c5_g2	3	2734	PQ-loop repeat family protein / transmembrane family protein	AT4G36850
TR19922|c9_g1	3	2734	PQ-loop repeat family protein / transmembrane family protein	AT4G36850
TR19329|c2_g1	4	2735	BEL1-like homeodomain 2	AT4G36870
TR54985|c0_g1	3	2737	TIFY domain/Divergent CCT motif family protein	AT1G70700
TR29832|c6_g1	2	2737	TIFY domain/Divergent CCT motif family protein	AT1G70700
TR38178|c2_g2	3	2741	Protein of unknown function (DUF810)	AT2G33420
TR4809|c3_g2	6	2742	ARM repeat superfamily protein	AT5G19820
TR47208|c1_g1	1	2745	0	AT2G40435
TR18487|c0_g1	1	2749	Tesmin/TSO1-like CXC domain-containing protein	AT2G20110
TR57975|c0_g1	1	2754	DEAD box RNA helicase family protein	AT3G06480
TR13446|c2_g1	5	2754	DEAD box RNA helicase family protein	AT3G06480
TR51923|c1_g2	1	2759	Protein kinase superfamily protein	AT4G09760
TR15693|c0_g1	4	2763	0	AT3G60380
TR27774|c0_g1	2	2765	"Protein of unknown function DUF829, transmembrane 53"	AT2G15695
TR25320|c1_g1	5	2770	Domain of unknown function (DUF966)	AT5G59790
TR54711|c4_g1	2	2770	Domain of unknown function (DUF966)	AT5G59790
TR39397|c0_g1	3	2777	Plant protein of unknown function (DUF641)	AT1G53380
TR1881|c0_g1	4	2779	Myosin heavy chain-related protein	AT4G40020
TR16953|c1_g1	2	2779	Myosin heavy chain-related protein	AT4G40020
TR31452|c0_g1	2	2779	Myosin heavy chain-related protein	AT4G40020
TR49103|c0_g1	3	2780	0	AT2G28870
TR14643|c1_g1	2	2784	Ycf1 protein	ATMG00370
TR19302|c3_g2	1	2788	strictosidine synthase-like 4	AT3G51420
TR47283|c7_g1	4	2792	NAD-dependent malic enzyme 1	AT2G13560
TR1563|c0_g2	2	2792	NAD-dependent malic enzyme 1	AT2G13560
TR47884|c0_g1	2	2794	HVA22 homologue C	AT1G69700
TR40418|c0_g1	2	2794	HVA22 homologue C	AT1G69700
TR2124|c3_g1	3	2794	HVA22 homologue C	AT1G69700
TR56060|c0_g1	4	2794	HVA22 homologue C	AT1G69700
TR52404|c0_g1	6	2794	HVA22 homologue C	AT1G69700
TR54205|c0_g1	3	2798	ATPase family associated with various cellular activities (AAA) 	AT5G27740
TR29912|c0_g1	4	2799	Magnesium transporter CorA-like family protein	AT5G09720
